company,com_response_to_consumer,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,timely_response,consumer_dis,complaint_id
"IMPAC MORTGAGE HOLDINGS, INC.",Closed with non-monetary relief,8,8,8,8,0,3,7,8,7,0,6,8,8,8,8,8
"IMPAC MORTGAGE HOLDINGS, INC.",In progress,3,3,3,3,1,0,0,3,3,1,0,3,3,3,0,3
"IMPAC MORTGAGE HOLDINGS, INC.",Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1
"IMPERIAL CREDIT SYSTEMS, INC.",Closed with explanation,3,3,3,3,3,0,0,3,3,0,0,3,3,3,3,3
"IMPERIAL CREDIT SYSTEMS, INC.",Untimely response,6,6,6,6,5,3,0,6,5,2,4,6,6,6,5,6
INCOMM HOLDINGS INC.,Closed with explanation,122,122,121,122,46,64,1,120,100,14,102,122,122,122,64,122
INCOMM HOLDINGS INC.,Closed with monetary relief,10,10,10,10,8,5,0,10,9,2,7,10,10,10,0,10
"INDEPENDENT BANK GROUP, INC.",Closed with explanation,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
INDEPENDENT SAVINGS PLAN CO,Closed with explanation,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,2
INDEPENDENT SAVINGS PLAN CO,Closed with non-monetary relief,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",Closed with explanation,8,8,8,8,7,3,1,8,8,1,4,8,8,8,0,8
"INGRAHAM & ASSOCIATES, P.A.",Closed with non-monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"INTEGRA SERVICING, LLC",Closed with explanation,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1
"INTEGRAL RECOVERIES, INC.",Closed with explanation,16,16,16,16,16,6,0,16,14,1,9,16,16,16,11,16
INTEGRITY FIRST FINANCIAL GROUP,Closed with explanation,5,5,5,5,0,3,0,5,3,2,5,5,5,5,4,5
INTEGRITY FIRST FINANCIAL GROUP,Closed with monetary relief,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
INTEGRITY FIRST FINANCIAL GROUP,Untimely response,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
"INTERCOASTAL MORTGAGE, LLC",Closed with explanation,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2
"INTERCOASTAL MORTGAGE, LLC",Closed with monetary relief,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
INTERCONTINENTAL CAPITAL GROUP,Closed,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
INTERCONTINENTAL CAPITAL GROUP,Closed with explanation,19,19,19,19,4,8,7,19,17,2,18,19,19,19,5,19
INTERCONTINENTAL CAPITAL GROUP,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
INTERCONTINENTAL CAPITAL GROUP,Closed with non-monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
INTERFIRST LENDING CORPORATION,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
INTERFIRST MORTGAGE COMPANY,Closed,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
INTERFIRST MORTGAGE COMPANY,Closed with explanation,18,18,18,18,0,4,2,17,16,0,5,18,18,18,17,18
INTERFIRST MORTGAGE COMPANY,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
INTERFIRST MORTGAGE COMPANY,Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"INTERIM CAPITAL GROUP, INC.",Closed with explanation,2,2,2,2,2,0,0,2,2,0,0,2,2,2,0,2
"INTERLINC MORTGAGE SERVICES, LLC",Closed with explanation,8,8,8,8,0,3,5,8,7,5,4,8,8,8,4,8
"INTERLINC MORTGAGE SERVICES, LLC",Closed with monetary relief,3,3,3,3,0,1,2,3,3,0,2,3,3,3,2,3
"INTERLINC MORTGAGE SERVICES, LLC",Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1
INTERNATIONAL CITY MORTGAGE,Closed,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
INTERNATIONAL CITY MORTGAGE,Closed with explanation,13,13,13,13,1,5,7,13,11,1,6,13,13,13,13,13
INTERNATIONAL CITY MORTGAGE,Closed with monetary relief,3,3,3,3,0,3,3,3,3,1,3,3,3,3,3,3
INVESTORS BANK,Closed,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
INVESTORS BANK,Closed with explanation,117,117,116,117,30,24,51,114,101,11,39,117,117,117,68,117
INVESTORS BANK,Closed with monetary relief,17,17,17,17,11,5,5,17,16,1,9,17,17,17,5,17
INVESTORS BANK,Closed with non-monetary relief,4,4,4,4,0,0,0,4,4,0,0,4,4,4,4,4
INVESTORS BANK,In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
IOWA STUDENT LOAN LIQUIDITY CORPORATION,Closed with explanation,90,90,90,90,78,32,48,89,75,8,54,90,90,90,61,90
IOWA STUDENT LOAN LIQUIDITY CORPORATION,Closed with non-monetary relief,3,3,3,3,0,0,0,3,3,0,0,3,3,3,3,3
IPAC'S Inc.,Closed with explanation,3,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3
"ISCC, LLC",Untimely response,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
ISIS SECURITY INFORMATION SYSTEMS INC.,Closed,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
ISIS SECURITY INFORMATION SYSTEMS INC.,Closed with explanation,17,17,17,17,17,6,3,16,14,4,15,17,17,17,4,17
ISLAND FINANCE PUERTO RICO,Closed with explanation,9,9,9,9,7,5,9,9,9,1,8,9,9,9,0,9
IT'S TIME - CREDIT REPAIR LLC,Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
IT'S TIME - CREDIT REPAIR LLC,Untimely response,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"ITALBANK INTERNATIONAL, INC.",Closed with explanation,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,2
IVAN BROWN,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Icon Equities, LLC",Closed with explanation,5,5,5,5,5,1,2,5,4,1,1,5,5,5,5,5
Iconic Mortgage Corporation,Closed with explanation,2,2,2,2,0,2,1,2,2,2,2,2,2,2,0,2
Idaho Housing and Finance Association,Closed,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
Idaho Housing and Finance Association,Closed with explanation,29,29,29,29,1,11,19,29,27,6,20,29,29,29,8,29
Idaho Housing and Finance Association,Closed with monetary relief,2,2,2,2,0,1,1,2,2,0,2,2,2,2,1,2
"Ideal Collection Services, Inc.",Closed,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2
"Ideal Collection Services, Inc.",Closed with explanation,106,106,105,106,106,58,98,105,92,9,88,106,106,106,35,106
Ideal Direct Solutions,Closed with explanation,2,2,2,2,2,0,0,2,2,1,0,2,2,2,2,2
"Ideal Lending Solutions, Inc.",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Ignite Revenue, Inc.",Untimely response,6,6,6,6,6,4,0,6,5,4,5,6,6,6,1,6
"Ikon Financial Group, LLC",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Ikon Financial Group, LLC",Untimely response,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2
"Illinois Collection Service, Inc.",Closed,3,3,3,3,3,1,1,3,3,0,2,3,3,3,3,3
"Illinois Collection Service, Inc.",Closed with explanation,32,32,32,32,32,13,2,32,31,4,23,32,32,32,15,32
"Illinois Collection Service, Inc.",Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"Illinois Collection Service, Inc.",Closed with non-monetary relief,3,3,3,3,3,0,0,3,3,0,0,3,3,3,3,3
Illinois Lending Corporation,Closed with explanation,6,6,6,6,3,1,1,4,4,0,3,6,6,6,2,6
"Imagine Home Lending, LLC",Closed with explanation,2,2,2,2,0,1,2,2,2,0,2,2,2,2,0,2
Immediate Credit Recovery,Closed with explanation,169,169,169,169,167,77,7,164,150,21,105,169,169,169,73,169
Improved Data Services LLC,Closed with explanation,8,8,8,8,7,6,7,8,7,3,8,8,8,8,0,8
Improved Data Services LLC,Untimely response,2,2,2,2,2,1,0,2,2,0,1,2,2,2,0,2
"Independent Dealers' Advantage, LLC",Closed with explanation,6,6,6,6,6,3,2,6,6,1,3,6,6,6,0,6
"Independent Dealers' Advantage, LLC",Closed with non-monetary relief,2,2,2,2,2,2,0,2,1,1,2,2,2,2,0,2
Independent Finance Company LLC,Closed with explanation,2,2,2,2,2,2,1,2,0,1,2,2,2,2,0,2
"Independent Recovery Resources, Inc.",Closed,3,3,3,3,3,2,0,3,1,1,3,3,3,3,3,3
"Independent Recovery Resources, Inc.",Closed with explanation,4,4,4,4,4,0,1,4,4,0,4,4,4,4,1,4
"Independent Recovery Resources, Inc.",Closed with non-monetary relief,40,40,40,40,40,10,14,38,35,4,23,40,40,40,28,40
Infinity Capital Group,Closed with explanation,3,3,3,3,1,1,2,3,3,1,2,3,3,3,2,3
Infinity Capital Group,Untimely response,3,3,3,3,3,3,0,3,3,2,3,3,3,3,0,3
Infinity Holding Corporation,Closed with explanation,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
Informative Research,Closed with explanation,51,51,43,51,49,18,5,51,47,9,45,51,51,51,9,51
"Ingo Money, Inc.",Closed,2,2,2,2,0,1,1,2,2,1,2,2,2,2,2,2
"Ingo Money, Inc.",Closed with explanation,16,16,16,16,4,9,4,16,13,1,11,16,16,16,6,16
"Ingo Money, Inc.",Closed with monetary relief,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
"Inheritance Funding Company, Inc.",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Injury Case Funding Services, L.L.C.",Closed with monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"Inlanta Mortgage, Inc.",Closed with explanation,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
"Innovate Managed Holdings, LLC",Closed with explanation,35,35,35,35,29,24,6,35,29,5,30,35,35,35,5,35
"Innovate Managed Holdings, LLC",Closed with monetary relief,2,2,2,2,2,0,1,2,2,0,2,2,2,2,0,2
"Innovate Managed Holdings, LLC",Closed with non-monetary relief,4,4,4,4,3,3,0,4,4,1,4,4,4,4,2,4
"Innovate Managed Holdings, LLC",Untimely response,2,2,2,2,2,2,0,2,1,0,2,2,2,2,0,2
"Innovative Collections, LLC",Untimely response,17,17,17,17,17,8,0,17,16,2,11,17,17,17,13,17
Innovative Credit Solutions,Closed,7,7,7,7,7,5,0,7,6,1,7,7,7,7,7,7
Innovative Credit Solutions,Closed with explanation,4,4,4,4,4,3,1,4,4,0,3,4,4,4,4,4
Innovative Credit Solutions,Untimely response,2,2,2,2,2,1,0,2,2,2,2,2,2,2,0,2
"Innovative Debt Recovery, Inc.",Closed,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"Innovative Debt Recovery, Inc.",Closed with explanation,3,3,3,3,3,1,0,3,3,0,2,3,3,3,1,3
Innovative Debt Solutions,Closed,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
Innovative Debt Solutions,Closed with explanation,3,3,3,3,3,1,0,3,3,0,1,3,3,3,3,3
"Innovative Funding Services, L.L.C.",Closed with explanation,7,7,7,7,7,4,4,7,6,1,6,7,7,7,0,7
"Innovative Funding Services, L.L.C.",Closed with monetary relief,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"Innovative Funding Services, L.L.C.",Closed with non-monetary relief,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"Innovative Mortgage Services, Inc.",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
Innovative Strategic Solutions LLC,Closed with explanation,2,2,2,2,2,1,0,2,1,1,1,2,2,2,1,2
Innovis,Closed with explanation,1013,1013,823,1013,963,349,0,998,921,112,743,1013,1013,1013,205,1013
Insight Capital LLC (NV),Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Insight Capital LLC (NV),Untimely response,20,20,14,20,14,7,0,20,18,4,8,20,20,20,18,20
Insight Financial Services LLC,Closed with monetary relief,2,2,2,2,0,2,2,2,1,0,2,2,2,2,1,2
"Insight Management Partners, LLC",Closed with explanation,8,8,8,8,8,3,0,8,6,0,5,8,8,8,0,8
"Insight Management Partners, LLC",In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Insikt, Inc.",Closed with explanation,10,10,10,10,6,8,2,10,8,1,8,10,10,10,0,10
"Insikt, Inc.",Closed with monetary relief,3,3,3,3,2,1,1,3,3,0,2,3,3,3,1,3
"Insikt, Inc.",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
Insta Financial,Closed with explanation,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
"Insta-Credit Auto Mart, Inc. dba InstaCredit Automart",Closed with explanation,3,3,3,3,3,2,3,3,2,0,3,3,3,3,0,3
Instant Cash Advance Corp.,Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Instant Cash Advance Corp.,Closed with explanation,2,2,1,2,0,0,1,2,2,1,1,2,2,2,2,2
"Instant Cash Flow, Inc.",Closed with explanation,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Instarem PTE Limited,Closed with explanation,2,2,2,2,0,1,1,2,2,0,2,2,2,2,0,2
Integra Holdings Inc.,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
Integras Capital Recovery LLC,Closed with explanation,2,2,2,2,2,2,0,2,2,0,2,2,2,2,1,2
Integrated Asset Recovery LLC,Closed,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Integrated Asset Recovery LLC,Untimely response,12,12,12,12,12,5,0,12,11,1,7,12,12,12,0,12
Integrated Mediation Solutions LLC,Closed with explanation,4,4,4,4,4,4,2,4,1,1,4,4,4,4,0,4
Integrated Recovery Services,Closed,6,6,5,6,5,1,2,6,6,2,2,6,6,6,6,6
Integrated Recovery Services,Closed with explanation,192,192,187,192,181,107,16,189,164,21,155,192,192,192,142,192
Integrated Recovery Services,Closed with non-monetary relief,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
Integrated Recovery Services,Untimely response,4,4,4,4,3,3,0,4,4,1,4,4,4,4,0,4
"Integrity Asset Partners, Ltd.",Closed,2,2,2,2,1,0,1,2,2,0,1,2,2,2,2,2
"Integrity Asset Partners, Ltd.",Closed with explanation,8,8,7,8,7,4,8,8,6,2,6,8,8,8,8,8
Integrity Financial Corp. DBA US Loan Servicing,Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
Integrity First Lending LLC,Closed with explanation,4,4,4,4,0,2,3,4,3,1,3,4,4,4,4,4
"Integrity Funding Ohio, LLC",Closed with explanation,21,21,20,21,4,13,0,21,17,7,15,21,21,21,2,21
Integrity Group Inc,Closed with monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Integrity Group Inc,Untimely response,4,4,4,4,3,2,0,4,4,1,4,4,4,4,3,4
"Integrity Home Mortgage and Finance, Inc.",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"Integrity Solution Services, Inc.",Closed with explanation,164,164,161,164,157,19,37,163,158,30,35,164,164,164,159,164
"Integrity Solution Services, Inc.",Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Integrity Solution Services, Inc.",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"Intelligent Business Solutions, LLC",Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"Inter-Cambio Express, Inc.",Closed with explanation,4,4,4,4,0,2,3,3,2,0,2,4,4,4,1,4
"Inter-Cambio Express, Inc.",Closed with monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
Intercounty Mortgage Network Corp.,Closed with explanation,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1
Interest Smart Home Loans,Untimely response,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"Intermex Wire Transfer, LLC",Closed with explanation,6,6,6,6,0,1,3,4,4,1,2,6,6,6,3,6
"Intermex Wire Transfer, LLC",Closed with monetary relief,8,8,8,8,0,2,2,7,7,1,3,8,8,8,4,8
"Internal Check Systems, LLC",Untimely response,21,21,21,21,21,12,0,20,16,3,17,21,21,21,12,21
International Collection Corporation,Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"International Collection Systems, Inc.",Closed with explanation,2,2,2,2,2,2,1,2,2,0,2,2,2,2,1,2
"International Computer Systems, Inc.",Closed with explanation,95,95,95,95,95,35,2,95,85,15,63,95,95,95,50,95
"International Computer Systems, Inc.",Closed with non-monetary relief,2,2,2,2,2,0,0,2,2,0,1,2,2,2,0,2
"International Credit Corporation, Inc.",Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"International Debt Buying Consultants, LLC",Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"International Debt Buying Consultants, LLC",Closed with monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
International Financial Management,Closed with explanation,2,2,2,2,0,2,0,2,2,0,2,2,2,2,0,2
"International Mortgage & Finance Group, Inc.",Closed with explanation,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
"International Recovery Associates, Inc.",Closed with explanation,3,3,3,3,3,0,1,3,3,0,2,3,3,3,0,3
"International Recovery Associates, Inc.",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Interstate Credit & Collection, Inc.",Closed,2,2,2,2,2,0,0,2,2,1,1,2,2,2,2,2
"Interstate Credit & Collection, Inc.",Closed with explanation,8,8,8,8,8,2,1,7,6,0,4,8,8,8,5,8
"Interstate Credit & Collection, Inc.",Untimely response,2,2,2,2,2,0,0,2,2,0,2,2,2,2,0,2
"Interstate Credit Control, Inc.",Closed with explanation,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"Interstate Credit Control, Inc.",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"Interstate Recovery Service, Inc.",Closed with explanation,24,24,23,24,23,7,9,24,22,5,9,24,24,24,16,24
"Interstate Recovery Service, Inc.",Untimely response,18,18,18,18,17,5,0,15,13,9,8,18,18,18,1,18
InvestiNet LLC,Closed with explanation,3,3,3,3,3,0,0,3,3,2,3,3,3,3,0,3
Investigation & Recovery Assoc. LLC,Closed with explanation,2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,2
Investigation & Recovery Assoc. LLC,Untimely response,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1
"Investigative Concepts, Inc.",Untimely response,6,6,6,6,6,4,0,6,6,0,5,6,6,6,0,6
Investment Evolution Corporation,Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
Investment Evolution Corporation,Untimely response,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
"Investment Management Company, LLC",Closed,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
"Investment Management Company, LLC",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Investment Retrievers, Inc.",Closed with explanation,78,78,75,78,74,29,0,78,71,11,63,78,78,78,43,78
"Investment Retrievers, Inc.",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"Invicta Mortgage Group, Inc.",Closed with explanation,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1
"Io, Inc.",Closed,48,48,47,48,48,20,4,48,42,13,41,48,48,48,48,48
"Io, Inc.",Closed with explanation,152,152,152,152,152,73,28,151,136,20,128,152,152,152,27,152
"Io, Inc.",Closed with non-monetary relief,14,14,14,14,14,1,0,14,14,3,1,14,14,14,14,14
Iron Capital Group,Closed with explanation,5,5,5,5,3,4,1,5,4,2,4,5,5,5,0,5
"Irongate Home Finance, LLC",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
Isla Repossesions & Collection Inc,Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Isla Repossesions & Collection Inc,Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Island Title Services, Inc.",Closed with monetary relief,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
"Island Title Services, Inc.",Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
Ivy Street Development Corp.,Closed,5,5,4,5,5,0,0,5,5,0,2,5,5,5,5,5
Ivy Street Development Corp.,Closed with explanation,5,5,5,5,5,3,0,5,3,1,4,5,5,5,4,5
Ivy Street Development Corp.,Closed with non-monetary relief,2,2,2,2,2,0,0,2,2,0,1,2,2,2,2,2
Ivy Street Development Corp.,Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"J & B Endeavors, LLC",Closed with explanation,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"J & B Endeavors, LLC",Closed with monetary relief,2,2,2,2,1,1,2,2,1,0,2,2,2,2,0,2
"J & C Auto Sales of Collier County, LLC",Closed with monetary relief,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
"J & K Financial Services, LLC",Untimely response,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
"J J Marshall & Associates, Inc",Closed with explanation,48,48,48,48,46,28,44,48,39,4,45,48,48,48,18,48
J Martinez Investments LLC,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
J Northland Group,Closed with explanation,5,5,5,5,5,2,0,4,3,1,3,5,5,5,2,5
J Northland Group,Untimely response,3,3,3,3,3,2,0,3,3,0,3,3,3,3,0,3
"J R Brothers Financial, Inc.(Closed)",Closed with explanation,14,14,14,14,14,2,1,14,13,1,5,14,14,14,14,14
"J&D Recovery, Inc.",Closed with explanation,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"J&H Systems, LLC",Closed with explanation,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
J&J Financial Services LLC,Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
J&L Collection Services,Closed,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
J&L Collection Services,Closed with explanation,27,27,27,27,27,14,14,26,26,2,22,27,27,27,12,27
J&L Collection Services,Closed with non-monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
J. B. Collections,Closed with explanation,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
J. Mark Heldenbrand PC,Closed with explanation,6,6,6,6,5,2,2,6,5,2,4,6,6,6,2,6
J. Mark Heldenbrand PC,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
J. Scott Watson,Closed with explanation,4,4,4,4,4,2,1,4,4,1,3,4,4,4,3,4
J. Scott Watson,Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"J.A. Cambece Law Office, P.C.",Closed,4,4,4,4,4,0,0,4,4,1,0,4,4,4,4,4
"J.A. Cambece Law Office, P.C.",Closed with explanation,30,30,29,30,30,9,5,30,26,4,16,30,30,30,19,30
"J.S Resolution Group, Inc.",Closed with explanation,48,48,47,48,47,8,0,47,43,10,10,48,48,48,48,48
"J.S Resolution Group, Inc.",Untimely response,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2
"JAMES A. MOUNGER, PLC",Closed with explanation,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
"JAMES A. MOUNGER, PLC",Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
JAMES B. NUTTER & COMPANY,Closed with explanation,104,104,104,104,4,16,0,103,102,34,34,104,104,104,84,104
"JAMS-01, Inc",Closed with explanation,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1
"JAN (LendUSA) Holdings, Inc.",Closed with explanation,7,7,7,7,2,3,1,6,5,1,6,7,7,7,0,7
"JAN (LendUSA) Holdings, Inc.",Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
JAYANDBEE INC /dba/ HOOSIER ACCOUNTS SERVICE,Closed with explanation,6,6,5,6,5,3,0,6,4,1,5,6,6,6,6,6
"JBS Finance, Inc.",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"JBS Finance, Inc.",Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"JDJ Investments, INC.",Closed with explanation,18,18,17,18,18,12,7,18,14,2,17,18,18,18,11,18
"JDJ Investments, INC.",Closed with non-monetary relief,5,5,5,5,5,1,3,5,5,3,4,5,5,5,1,5
JET DIRECT FUNDING CORP.,Closed with explanation,3,3,3,3,0,3,3,3,2,0,3,3,3,3,1,3
JFK FINANCIAL INC.,Closed with explanation,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"JH Portfolio Debt Equities, LLC",Closed,55,55,55,55,54,11,8,55,53,11,17,55,55,55,55,55
"JH Portfolio Debt Equities, LLC",Closed with explanation,754,754,740,754,739,336,560,746,655,134,586,754,754,754,347,754
"JH Portfolio Debt Equities, LLC",Closed with monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"JH Portfolio Debt Equities, LLC",Closed with non-monetary relief,27,27,27,27,27,7,10,27,26,3,9,27,27,27,24,27
"JH Portfolio Debt Equities, LLC",Untimely response,2,2,2,2,2,0,0,2,2,0,1,2,2,2,0,2
"JKS Mortgage, LLC",Untimely response,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
JL Management LLC dba Advance Finance & Tax Service,Closed with explanation,3,3,3,3,2,1,3,3,2,2,3,3,3,3,0,3
JLB CORPORATION,Closed with explanation,4,4,4,4,0,2,1,4,3,0,3,4,4,4,1,4
JLM R.E. INVESTMENTS,Untimely response,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
JLU Asset Management Group LTD,Closed,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
JLU Asset Management Group LTD,Closed with explanation,6,6,6,6,6,4,1,6,4,0,6,6,6,6,6,6
JMAC LENDING INCORPORATED,Closed with explanation,12,12,12,12,1,4,8,12,11,5,9,12,12,12,2,12
JMBM Investments And LRAR Investments,Closed with explanation,2,2,2,2,0,0,2,2,2,0,1,2,2,2,2,2
"JMD,LLC",Closed with explanation,35,35,33,35,34,19,0,34,33,6,28,35,35,35,23,35
"JMS Associates, Inc.",Closed,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"JMS Associates, Inc.",Closed with explanation,7,7,7,7,7,4,1,7,6,2,6,7,7,7,3,7
"JMS Associates, Inc.",Closed with non-monetary relief,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"JNR Adjustment Company, Inc",Closed,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2
"JNR Adjustment Company, Inc",Closed with explanation,49,49,49,49,48,17,32,48,46,4,31,49,49,49,33,49
"JOHN GIBSON AUTO SALES, INC.",Closed with explanation,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"JOHNSON MORTGAGE COMPANY, LLC",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
JOSEPH R. HARRISON CO. LPA,Closed with explanation,2,2,2,2,2,1,0,2,1,1,1,2,2,2,2,2
