company,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,com_response_to_consumer,timely_response,consumer_dis,complaint_id
"Jeffrey R. Lankenau, Attorney at Law",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1
Jemcap LLC,5,5,5,5,2,4,0,5,5,0,4,5,5,5,5,3,5
Jenka Group Inc,3,3,3,3,3,0,2,3,3,1,1,3,3,3,3,3,3
"Jenkins, Wagnon & Young, P.C.",13,13,13,13,13,4,5,13,12,4,8,13,13,13,13,9,13
"Jensen & Sullivan, LLC",1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
Jeremy Doppelt Realty Management LLC Defined Benefit Plan,4,4,4,4,0,0,1,4,4,0,2,4,4,4,4,4,4
"Jerold Kaplan Law Office, P.C.",12,12,12,12,12,0,0,12,12,1,1,12,12,12,12,11,12
"Jersey Mortgage Company of New Jersey, Inc.",2,2,2,2,0,2,2,2,1,0,2,2,2,2,2,1,2
Jet Cash Funding Inc.,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
Jet Lending Inc.,2,2,2,2,2,1,0,2,2,1,2,2,2,2,2,1,2
"Jim Bottin Enterprises, Inc",233,233,230,233,217,107,1,230,199,31,152,233,233,233,233,136,233
"John C. Bonewicz, P.C.",20,20,20,20,20,6,5,20,20,4,6,20,20,20,20,20,20
"John C. Heath, Attorney at Law, PLLC",230,230,228,230,44,142,2,225,183,49,180,230,230,230,230,50,230
Johnson Mark LLC,92,92,92,92,92,29,45,92,86,18,54,92,92,92,92,61,92
"Johnson, Blumberg & Associates, LLC",4,4,4,4,2,1,2,4,4,1,2,4,4,4,4,2,4
"Jomax, LLC",11,11,11,11,11,5,0,11,9,0,7,11,11,11,11,9,11
"Jon B. Sage, P.A. dba Sage Law Offices",2,2,2,2,2,1,2,2,1,0,2,2,2,2,2,0,2
"Jon Barry and Associates, Inc.",298,298,296,298,298,125,26,296,265,42,229,298,298,298,298,129,298
"Jon D. Curtis, Attorney at Law",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
"Jonathan C. Frank & Associates, LLC",20,20,20,20,20,16,1,20,16,2,19,20,20,20,20,8,20
"Jonathan Neil & Associates, Inc",26,26,26,26,26,10,0,26,24,5,19,26,26,26,26,14,26
"Jones & Walden, LLC",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
"Jones Law Group, LLC",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"Jones, Robin & Robin, P.C.",10,10,10,10,10,2,2,9,9,1,4,10,10,10,10,5,10
"Jonsue, LLC",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"Jormandy, LLC",7,7,7,7,7,3,2,7,7,1,5,7,7,7,7,4,7
"Joseph M. Tobin, PC",9,9,9,9,9,4,1,9,7,3,5,9,9,9,9,5,9
Julem Capital Corp,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
Justice Finance Company,19,19,19,19,9,8,0,18,17,1,8,19,19,19,19,10,19
Jvs group,15,15,15,15,15,10,1,15,10,1,15,15,15,15,15,8,15
Jzanus Ltd.,14,14,14,14,14,3,0,14,14,2,7,14,14,14,14,8,14
K & B Capital Corp,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2,2
K A P S & CO (USA) LLC,3,3,3,3,3,3,3,3,2,0,3,3,3,3,3,0,3
K Rockford LLC,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
"K Street Finance, Inc.",3,3,3,3,2,2,3,3,3,0,3,3,3,3,3,1,3
"K. HOVNANIAN AMERICAN MORTGAGE, LLC",18,18,18,18,0,7,0,17,15,3,7,18,18,18,18,15,18
"K2 Lending, Inc.",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
"KAHRS LAW OFFICES, PA",10,10,10,10,9,8,10,10,7,2,9,10,10,10,10,4,10
"KAITER ENTERPRISES, INC, DBA COLORADO LENDING GROUP",1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1
"KBHS Home Loans, LLC",15,15,15,15,2,7,13,14,14,3,10,15,15,15,15,0,15
"KELLER,GRIMALDI AND ASSOCIATES",3,3,3,3,2,2,2,3,3,1,3,3,3,3,3,3,3
KEYCORP,3525,3525,3394,3525,1438,808,12,3421,3131,466,1337,3525,3525,3525,3525,2098,3525
"KILOWATT FINANCIAL, LLC, A SPRUCE FINANCE COMPANY",15,15,15,15,8,8,1,14,11,3,13,15,15,15,15,1,15
KIRKSTON MORTGAGE LENDING LLC,2,2,2,2,0,0,0,2,2,1,0,2,2,2,2,2,2
"KLS Financial Services, Inc",25,25,25,25,25,12,13,25,23,4,23,25,25,25,25,0,25
"KMD Partners, LLC d/b/a CreditNinja",8,8,8,8,3,6,8,8,4,1,8,8,8,8,8,0,8
"KMT Group, LLC",2,2,2,2,2,2,0,2,1,0,2,2,2,2,2,0,2
KONDAUR CAPITAL CORPORATION,93,93,93,93,7,27,2,93,90,9,48,93,93,93,93,59,93
"KRW Associates, LLC",2,2,2,2,0,2,2,2,1,0,2,2,2,2,2,0,2
KWIK MORTGAGE CORPORATION,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"Kabompo Holdings, Ltd.",2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,0,2
Kadent Corporation,12,12,12,12,12,1,1,12,12,3,1,12,12,12,12,12,12
Kaiter Enterprises Inc.,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"Kaman & Cusimano, LLC",5,5,5,5,5,0,5,4,4,2,3,5,5,5,5,2,5
"Kansas Counselors of Kansas City, Inc.",91,91,91,91,91,32,55,91,76,9,69,91,91,91,91,54,91
Kashable LLC,3,3,3,3,1,3,0,3,3,1,3,3,3,3,3,0,3
Kashia Services,131,131,131,131,22,77,0,126,99,10,110,131,131,131,131,0,131
Kason Credit Corporation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"Kass Shuler, P.A.",5,5,5,5,4,0,4,5,5,0,2,5,5,5,5,0,5
Kauntey Mediation Services LLC,5,5,5,5,5,3,3,5,2,0,5,5,5,5,5,3,5
"Keaveney Legal Group, LLC",5,5,5,5,0,1,1,5,4,0,2,5,5,5,5,4,5
"Kehoe Financial Group, LLC",9,9,9,9,9,7,0,9,6,1,9,9,9,9,9,2,9
"Keith A. Ringelspaugh, P.A.",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"Keith D. Weiner & Associates Co., L.P.A.",32,32,32,32,29,18,20,31,30,1,23,32,32,32,32,23,32
Kelly Harvey P.C.,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
"Kelsting Group, Inc.",117,117,114,117,115,45,53,116,109,20,74,117,117,117,117,70,117
"Kendris, LLC",1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1
"Kenneth E. Davidson, Attorney",4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,2,4
"Kenneth J. Breitbart & Assoc., PA",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1
"Kenneth, Eisen & Associates, Ltd.",33,33,32,33,33,10,18,33,33,12,20,33,33,33,33,27,33
Kentucky Higher Education Assistance Authority,55,55,55,55,54,21,3,54,50,7,39,55,55,55,55,21,55
Kentucky Housing Corporation,15,15,15,15,0,9,6,14,11,4,13,15,15,15,15,7,15
Kevin A. Stevens,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
Kevin B. Wilson Law Offices,13,13,13,13,13,3,4,13,12,4,6,13,13,13,13,9,13
"Key 2 Recovery, Inc.",84,84,84,84,83,39,66,83,72,12,65,84,84,84,84,37,84
"Key Management Company of Missouri, LLC.",9,9,9,9,5,6,4,9,7,1,7,9,9,9,9,4,9
Key Mortgage Services,3,3,3,3,1,2,2,3,3,0,2,3,3,3,3,2,3
"Key Star Capital, LLC",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
KeyBridge Medical Revenue Management,62,62,62,62,62,33,27,62,47,7,53,62,62,62,62,25,62
Keyhole Financial Services,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
"Keynote Consulting, Inc.",45,45,45,45,45,17,22,43,38,1,35,45,45,45,45,21,45
"Keypoint Mortgage, LLC",1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
Keystone Credit Collections Inc.,15,15,15,15,13,6,0,15,12,3,9,15,15,15,15,3,15
Keystone Credit Services LLC,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,2
Keystone Equipment Finance Corp.,4,4,4,4,3,3,3,4,4,0,4,4,4,4,4,1,4
"Keystone Lending Alliance, LLC",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
Keystone Mortgage Group LLC,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1
Khoury Alternative Claims Management,9,9,9,9,9,4,2,9,7,1,6,9,9,9,9,7,9
"Kimball, Tirey & St. John LLP",208,208,206,208,208,89,57,202,195,30,154,208,208,208,208,91,208
Kings Credit Services,88,88,88,88,88,40,54,87,77,12,68,88,88,88,88,42,88
Kingston Data & Credit International Inc.,5,5,5,5,5,2,3,4,3,0,4,5,5,5,5,1,5
"Kingston Financial, LLC",9,9,3,9,3,4,2,9,8,3,8,9,9,9,9,9,9
Kingston Mediation Services,5,5,5,5,5,3,2,5,4,0,4,5,5,5,5,5,5
"Kinum, Inc.",60,60,60,60,59,33,47,60,49,7,47,60,60,60,60,22,60
Kirk Law Group PLLC dba Kirk Law,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
Kirkland Asset Management LLC,53,53,52,53,50,17,0,52,45,3,27,53,53,53,53,40,53
Kirkland Financial LLC,8,8,8,8,1,4,7,8,7,1,5,8,8,8,8,4,8
"Kirschbaum, Nanney, Keenan & Griffin, P.A.",4,4,4,4,4,3,3,4,2,0,4,4,4,4,4,1,4
Kirschenbaum & Phillips P.C,74,74,72,74,72,20,1,73,69,10,36,74,74,74,74,42,74
Kitch Acceptance Corp.,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,0,2
"Kivell, Rayment and Francis, P.C.",3,3,3,3,3,1,1,3,3,1,1,3,3,3,3,2,3
Klarna AB,14,14,14,14,12,7,0,14,13,3,14,14,14,14,14,0,14
"Knight & Hooper, PLLC",6,6,6,6,6,2,2,6,5,0,2,6,6,6,6,5,6
Knight Adjustment Bureau,99,99,98,99,99,56,14,99,93,13,83,99,99,99,99,32,99
Kohn Law Firm S.C.,77,77,75,77,74,28,36,77,64,5,42,77,77,77,77,55,77
"Komyatte & Casbon, P.C.",25,25,25,25,25,7,11,25,24,4,20,25,25,25,25,11,25
"Korn Law Firm, P.A.",4,4,4,4,3,0,0,4,4,1,0,4,4,4,4,4,4
Koster's Cash Loans,4,4,4,4,2,1,0,4,4,0,4,4,4,4,4,0,4
"Kovach Law Firm, PLLC",2,2,2,2,1,1,1,2,2,0,1,2,2,2,2,1,2
"Kramer & Frank, P.C.",72,72,71,72,69,30,50,72,59,12,45,72,72,72,72,44,72
"Krawczyk, Duginski & Rohr, S.C.",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
"Kross, Lieberman & Stone, Inc.",65,65,65,65,65,27,28,65,61,11,52,65,65,65,65,45,65
"Kuber Financial, LLC dba Fluid Credit",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"Kwest Mortgage Group,  LLC",2,2,2,2,0,1,2,2,1,0,1,2,2,2,2,2,2
"Kwikcash, Inc.",9,9,8,9,1,6,8,9,9,5,7,9,9,9,9,3,9
"Kyle Law Group, P.C.",2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2
L. Blake Morris,3,3,3,3,3,1,1,3,3,0,2,3,3,3,3,2,3
L.B.Gray LLC A Debt Collection Agency,7,7,7,7,7,2,0,7,7,1,3,7,7,7,7,3,7
"LA Financial Services, Inc.",3,3,3,3,3,1,1,3,3,0,2,3,3,3,3,1,3
"LAFOURCHE MORTGAGE & LOAN, INC.",1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
LAKE MORTGAGE COMPANY INC.,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2
"LAKEVIEW LOAN SERVICING, LLC",504,504,504,504,21,278,470,493,422,126,417,504,504,504,504,67,504
LAMONT HANLEY & ASSOCIATES INC,54,54,54,54,54,18,18,53,48,10,33,54,54,54,54,41,54
LAND HOME FINANCIAL SERVICES,72,72,72,72,2,21,28,71,69,5,39,72,72,72,72,37,72
"LANDMARK ACCOUNTS, INC",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"LANDMARK MORTGAGE OF TAMPA BAY, INC",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
LANIER COLLECTIONS AGENCY AND SERVICES INC,62,62,61,62,62,31,0,60,46,10,56,62,62,62,62,14,62
LAW OFFICE OF HALL AND ASSOCIATES,3,3,3,3,3,1,0,3,3,0,2,3,3,3,3,0,3
"LAW OFFICES OF CRYSTAL MORONEY, P.C.",9,9,9,9,9,6,9,8,7,2,8,9,9,9,9,0,9
LAW OFFICES OF MICHAEL K. SIPES,3,3,3,3,3,2,1,3,3,1,2,3,3,3,3,2,3
"LAW OFFICES OF RANDALL L. PRATT, P.C.",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"LAW OFFICES OF ROBERT S. PERRY, P.C.",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
LAW OFFICES OF STEPHEN A. BROWN,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"LCJ Consultants, LLC.",4,4,4,4,4,0,0,4,4,4,1,4,4,4,4,4,4
"LCO Financial Services, LLC",71,71,71,71,4,48,68,68,58,13,58,71,71,71,71,0,71
LCS FINANCIAL SERVICES CORPORATION,30,30,30,30,18,5,17,30,29,5,12,30,30,30,30,22,30
"LD Holdings Group, LLC",837,837,832,837,52,418,676,820,722,210,585,837,837,837,837,423,837
"LD Settlement Services, LLC",1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1
"LDF Holdings, LLC",375,375,308,375,47,195,143,370,303,38,306,375,375,375,375,98,375
LEADER ONE FINANCIAL CORPORATION,16,16,16,16,1,6,4,16,15,6,7,16,16,16,16,10,16
"LENCO FINANCE OF CARENCRO, INC",3,3,3,3,0,1,3,2,1,1,2,3,3,3,3,1,3
LENDER LIVE,121,121,121,121,7,58,98,120,102,27,85,121,121,121,121,115,121
LENDING CLUB CORP,562,562,557,562,280,303,1,549,479,87,464,562,562,562,562,116,562
"LENDING COMPANY, INC., THE",4,4,4,4,1,3,0,4,3,2,3,4,4,4,4,2,4
LENDMARK FINANCIAL SERVICES,339,339,338,339,176,160,2,329,290,67,248,339,339,339,339,123,339
LENOX FINANCIAL MORTGAGE CORPORATION,6,6,6,6,0,4,2,6,4,2,5,6,6,6,6,3,6
"LEOPOLD & ASSOCIATES, PLLC",7,7,7,7,5,5,1,7,3,3,5,7,7,7,7,1,7
LEVEL 4 FUNDING LLC,3,3,3,3,0,3,1,3,2,0,3,3,3,3,3,0,3
LEXINGTON LAW FIRM,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
LEXISNEXIS,1976,1976,1669,1976,1916,851,1,1965,1777,270,1563,1976,1976,1976,1976,334,1976
LEXUS FINANCIAL SERVICES,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
LHM FINANCIAL DBA CNN MORTGAGE,3,3,3,3,0,1,0,2,2,0,1,3,3,3,3,0,3
LHR Inc.,56,56,49,56,52,10,0,56,53,7,17,56,56,56,56,50,56
"LIBERTY LENDING, LLC",2,2,2,2,0,0,0,1,1,1,1,2,2,2,2,0,2
"LICTY, INC.",7,7,7,7,4,4,2,7,6,1,5,7,7,7,7,2,7
LIGHTHOUSE MORTGAGE COMPANY INC,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"LIMESTONE TITLE AND ESCROW, LLC",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
LINCOLN MORTGAGE COMPANY,3,3,3,3,1,2,0,3,3,1,2,3,3,3,3,1,3
LINEBARGER GOGGAN BLAIR & SAMPSON LLP,331,331,331,331,331,147,256,328,299,48,218,331,331,331,331,193,331
LITHIA MOTORS INC.,2,2,2,2,2,1,1,2,1,0,2,2,2,2,2,0,2
LJ Ross Associates,254,254,254,254,253,135,161,251,223,21,211,254,254,254,254,100,254
"LK Manley, Inc",10,10,10,10,9,3,0,10,7,3,7,10,10,10,10,5,10
"LLOYD'S PLAN, INC.",5,5,5,5,4,1,1,5,5,0,2,5,5,5,5,3,5
"LMS Services, Inc.",4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4
LN CAPITAL CORP.,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1
LOAN SERVICING GROUP,5,5,5,5,1,2,0,5,4,1,3,5,5,5,5,5,5
LOAN SIMPLE INC.,5,5,5,5,0,3,3,5,4,1,4,5,5,5,5,0,5
LOAN TO LEARN,100,100,100,100,73,32,0,99,91,7,59,100,100,100,100,78,100
LOBEL FINANCIAL CORPORATION,201,201,199,201,108,100,141,200,180,16,142,201,201,201,201,109,201
"LPH, Inc.",11,11,11,11,11,1,4,10,9,1,8,11,11,11,11,6,11
LPSG,17,17,17,17,17,11,10,17,14,2,16,17,17,17,17,9,17
"LTD Financial Services, LP",219,219,213,219,207,80,11,216,190,36,129,219,219,219,219,131,219
"LUCKY MONEY, INC.",3,3,3,3,0,2,0,2,2,0,3,3,3,3,3,0,3
LYON SERVICES CORPORATION,2,2,2,2,0,2,1,2,2,1,2,2,2,2,2,2,2
"LYONS MORTGAGE SERVICES, INC.",2,2,2,2,0,0,0,1,1,0,0,2,2,2,2,1,2
La Casa Bonita Investments,15,15,15,15,10,4,2,12,10,1,7,15,15,15,15,1,15
Lacy Katzen LLP,3,3,3,3,3,1,0,3,3,1,2,3,3,3,3,3,3
"Ladera Lending, Inc",8,8,8,8,0,3,0,8,6,2,5,8,8,8,8,4,8
Lafayette General Medical Center,13,13,13,13,10,3,0,13,12,1,12,13,13,13,13,3,13
"Lafayette, Ayers & Whitlock, PLC",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"Lake Area Collections, LLC",12,12,12,12,11,7,4,12,11,1,9,12,12,12,12,5,12
Lake City Credit,7,7,7,7,7,5,5,7,6,1,6,7,7,7,7,0,7
"Lakeland West Capital, LLC",2,2,2,2,1,1,1,2,1,0,1,2,2,2,2,2,2
Lakeview Mortgage Inc.,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"Land Title Guarantee Company, a Colorado corporation",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
Landis Law,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1
"Landlord Rent Collections, LLC (Closed)",5,5,5,5,5,0,2,5,5,0,0,5,5,5,5,5,5
Landmark Mortgage LLC,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
"Lang, Richert & Patch",5,5,5,5,5,0,0,5,5,2,0,5,5,5,5,5,5
Lannister Law Corporation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"Lansing Professional Business Bureau,Inc",3,3,3,3,3,2,2,3,3,0,2,3,3,3,3,3,3
Larry H. Miller Group of Companies,41,41,41,41,34,29,0,41,34,6,36,41,41,41,41,8,41
"Larsen & Associates, P.L.",3,3,3,3,3,0,0,3,3,0,2,3,3,3,3,3,3
"Larsen MacColl Partners II, L.P.",7,7,7,7,2,0,5,5,5,4,1,7,7,7,7,6,7
"Latham, Wagner, Steele & Lehman, P.C.",2,2,2,2,2,0,0,2,2,1,1,2,2,2,2,2,2
Laurens Financial Services Inc,2,2,2,2,2,1,2,2,2,0,1,2,2,2,2,0,2
Law Firm of Karl Frankovitch,11,11,11,11,11,4,1,10,10,4,8,11,11,11,11,0,11
"Law Firm of Katz and Associates, PLLC",3,3,3,3,3,3,1,3,2,0,3,3,3,3,3,0,3
Law Office Of Phillip G. Krueger,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
Law Office Of Steven D. Silverstein,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
Law Office of Alisa Richman,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
Law Office of Anthony C. Onwuanibe,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1
Law Office of Charles G. McCarthy Jr. & Assoc.,10,10,10,10,10,8,6,10,8,3,9,10,10,10,10,4,10
"Law Office of Cynthia Hitt Kent, LLC",2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2
"Law Office of David A. Bader, LLC",2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,2
Law Office of Harris & Zide,32,32,32,32,32,14,0,32,32,7,22,32,32,32,32,15,32
"Law Office of James R. Vaughan, P.C.",19,19,19,19,17,9,16,18,16,5,16,19,19,19,19,7,19
"Law Office of Joe Pezzuto, LLC",27,27,27,27,26,5,9,26,25,2,9,27,27,27,27,27,27
Law Office of John E. Lindner P.A.,7,7,7,7,7,4,1,7,5,1,6,7,7,7,7,2,7
Law Office of Linda Strumpf,21,21,21,21,21,8,0,21,19,5,15,21,21,21,21,14,21
"Law Office of Mark L. Nichter, PC",2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,2,2
Law Office of Marsha D. Holzhauer P.C.,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
"Law Office of Michael J. Scott, PC",128,128,125,128,121,51,0,126,113,19,79,128,128,128,128,62,128
Law Office of R. Gary Shapley,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
Law Office of Ralph L. Sims,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
Law Office of Regent and Associates,7,7,7,7,6,0,0,7,7,0,0,7,7,7,7,6,7
"Law Office of Rory W. Clark, APLC",14,14,14,14,14,6,1,14,14,1,9,14,14,14,14,8,14
Law Office of Stephen P. Lamb,6,6,6,6,6,0,4,6,6,1,5,6,6,6,6,4,6
Law Office of Steven A. Booska,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"Law Offices Howard Lee Schiff, P.C.",69,69,66,69,66,23,13,69,61,10,45,69,69,69,69,45,69
Law Offices of Alan J. Waintraub PLLC,2,2,2,2,0,1,0,2,2,0,2,2,2,2,2,1,2
Law Offices of Alan Mege,3,3,3,3,3,1,1,3,2,0,1,3,3,3,3,2,3
Law Offices of Benjamin Woo,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Law Offices of Donald R Conrad P.C.,9,9,9,9,9,3,6,9,8,0,8,9,9,9,9,2,9
"Law Offices of Ed Overcash, LLC",10,10,9,10,9,0,3,10,10,2,2,10,10,10,10,9,10
"Law Offices of Erik Graeff, PC",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
Law Offices of Frank J. Maier & Associates,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
Law Offices of Gary H. Kreppel P.C.,5,5,5,5,5,3,4,5,5,1,4,5,5,5,5,5,5
Law Offices of Goldberg & Oriel,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2
Law Offices of Goldsmith & Hull A.P.C.,9,9,9,9,9,3,4,9,8,3,6,9,9,9,9,6,9
"Law Offices of Hayt, Hayt & Landau, LLC",32,32,32,32,32,8,6,32,30,5,15,32,32,32,32,21,32
Law Offices of Jeffrey Nadel,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1
"Law Offices of Krista L. White & Associates, P.S.",7,7,6,7,6,0,0,7,7,0,0,7,7,7,7,7,7
Law Offices of Lawrence P. Zamzok,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
Law Offices of Les Zieve,28,28,28,28,12,14,3,25,24,1,16,28,28,28,28,6,28
"Law Offices of Marvin S. C. Dang, LLC",25,25,25,25,23,8,0,25,24,7,13,25,25,25,25,14,25
Law Offices of Michael Lupolover,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2
"Law Offices of Palmer, Reifler & Associates, P.A.",18,18,18,18,17,5,1,18,16,1,8,18,18,18,18,17,18
"Law Offices of Paul L. Marks, P.L.L.C",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"Law Offices of Phillip B. Ochs, Esq.",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
"Law Offices of Richard J. Manning, Jr.",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
"Law Offices of Robert A. Schuerger Co., LPA",21,21,21,21,21,12,4,21,16,3,17,21,21,21,21,7,21
"Law Offices of Robert J. Colclough, III",67,67,67,67,67,27,43,67,63,9,37,67,67,67,67,33,67
"Law Offices of Robert S. Gitmeid & Associates, PLLC",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1
"Law Offices of Ross Gelfand, LLC",8,8,8,8,6,1,0,8,8,0,1,8,8,8,8,8,8
Law Offices of Sarah A Ponath LLC,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"Law Offices of Snyder & Associates, LLC",1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
Law Offices of Stage & Associates PA,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"Law Offices of Thomas B. Peterman, P.A.",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"Law Offices of Timothy E. Baxter & Associates, P.C.",19,19,19,19,19,5,5,19,17,3,11,19,19,19,19,10,19
Law Offices of Timothy M. Sullivan,12,12,12,12,12,4,7,12,11,2,6,12,12,12,12,7,12
Law Offices of Vincent J. Buzek,3,3,3,3,3,2,1,3,3,0,3,3,3,3,3,2,3
Law offices of Steven Cohen LLC,7,7,7,7,7,1,2,7,7,0,4,7,7,7,7,4,7
"Lawrence A. Patish, P.C.",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"Lawyers Title of Cincinnati, Inc.",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
Layfayette Funding,2,2,2,2,0,1,1,2,2,1,2,2,2,2,2,0,2
"Lazarus Financial Group, Inc.(Closed)",48,48,48,48,48,6,6,48,47,5,21,48,48,48,48,48,48
Lazega & Johanson LLC,49,49,49,49,49,21,11,49,46,9,31,49,49,49,49,35,49
"LeVasseur Dyer & Associates, PC",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
Leaders Financial Company,10,10,10,10,4,7,8,10,9,0,9,10,10,10,10,6,10
"Leading Edge Recovery Solutions, LLC",73,73,73,73,72,10,0,73,69,19,13,73,73,73,73,67,73
"Leading Edge Solutions, LLC",2,2,2,2,2,1,0,2,2,1,2,2,2,2,2,1,2
Leading Mortgage Solutions,2,2,2,2,0,1,1,2,2,1,1,2,2,2,2,2,2
"Leap Credit, LLC",10,10,10,10,1,6,3,9,7,2,7,10,10,10,10,0,10
"Lee Petersen, Attorney",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"Leedom Management Group, Inc.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Lefkoff, Rubin, Gleason & Russo, P.C.",4,4,4,4,4,1,1,4,4,0,2,4,4,4,4,3,4
Legacy Credits,2,2,2,2,1,1,0,2,2,0,2,2,2,2,2,0,2
"Legacy Customer Management Group, LLC",6,6,6,6,6,0,0,6,6,1,0,6,6,6,6,6,6
Legacy Funding Corporation,4,4,3,4,3,0,1,4,4,0,2,4,4,4,4,2,4
Legal Action Bureau Inc,3,3,3,3,3,2,2,3,2,1,3,3,3,3,3,0,3
Legal Alliance Network,2,2,2,2,0,0,2,2,2,1,1,2,2,2,2,0,2
